Bus ID,Bus Type,Capacity,Battery Type,Battery Capacity
8425,Suburban,78,Lead-Acid,166
8426,Suburban,56,Lead-Acid,157
8427,Suburban,59,Lead-Acid,204
8428,Suburban,63,Lithium-Ion,212
8429,Suburban,55,Lead-Acid,270
8430,Urban,57,Lithium-Ion,193
8431,Suburban,58,Lead-Acid,212
8432,Urban,49,Lead-Acid,237
8433,Urban,58,Lithium-Ion,186
8434,Suburban,74,Lithium-Ion,205
8435,Suburban,64,Lead-Acid,208
8436,Urban,61,Lithium-Ion,225
8437,Suburban,66,Lead-Acid,279
8438,Suburban,66,Lithium-Ion,243
8439,Suburban,67,Lead-Acid,219
8440,Urban,49,Lithium-Ion,243
8441,Suburban,56,Lead-Acid,249
8442,Suburban,64,Lithium-Ion,272
8443,Urban,54,Lithium-Ion,230
8444,Suburban,66,Lithium-Ion,285
8445,Urban,54,Lead-Acid,166
8446,Urban,68,Lithium-Ion,295
8447,Suburban,78,Lithium-Ion,243
8448,Urban,52,Lithium-Ion,252
8449,Urban,41,Lithium-Ion,246
8450,Urban,40,Lithium-Ion,257
8451,Urban,62,Lead-Acid,214
8452,Suburban,59,Lithium-Ion,257
8453,Urban,71,Lead-Acid,298
8454,Urban,61,Lead-Acid,161
8455,Suburban,42,Lithium-Ion,214
8456,Urban,49,Lead-Acid,219
8457,Urban,69,Lithium-Ion,174
8458,Urban,72,Lithium-Ion,268
8459,Urban,62,Lithium-Ion,159
8460,Urban,70,Lithium-Ion,253
8461,Urban,53,Lithium-Ion,265
8462,Urban,55,Lithium-Ion,219
8463,Suburban,47,Lithium-Ion,285
8464,Urban,72,Lead-Acid,218
8465,Urban,58,Lithium-Ion,271
8466,Suburban,74,Lithium-Ion,265
8467,Suburban,71,Lead-Acid,249
8468,Suburban,64,Lead-Acid,190
8469,Urban,54,Lead-Acid,203
8470,Suburban,55,Lead-Acid,272
8471,Suburban,72,Lithium-Ion,219
8472,Urban,47,Lead-Acid,260
8473,Suburban,50,Lead-Acid,256
8474,Urban,40,Lead-Acid,286
8475,Suburban,62,Lead-Acid,230
8476,Suburban,40,Lithium-Ion,255
8477,Urban,53,Lead-Acid,209
8478,Suburban,60,Lithium-Ion,173
8479,Urban,59,Lithium-Ion,249
8480,Suburban,42,Lead-Acid,193
8481,Urban,59,Lithium-Ion,153
8482,Suburban,40,Lead-Acid,285
8483,Urban,54,Lithium-Ion,244
8484,Suburban,59,Lead-Acid,275
8485,Suburban,69,Lead-Acid,260
8486,Suburban,48,Lithium-Ion,214
8487,Suburban,72,Lithium-Ion,271
8488,Urban,57,Lead-Acid,150
8489,Suburban,66,Lead-Acid,232
8490,Urban,41,Lithium-Ion,268
8491,Suburban,74,Lead-Acid,221
8492,Urban,44,Lead-Acid,150
8493,Urban,44,Lead-Acid,185
8494,Suburban,46,Lithium-Ion,250
8495,Urban,58,Lithium-Ion,169
8496,Suburban,64,Lithium-Ion,223
8497,Urban,56,Lead-Acid,206
8498,Urban,42,Lead-Acid,288
8499,Urban,46,Lithium-Ion,208
8500,Urban,75,Lead-Acid,152
8501,Urban,41,Lithium-Ion,151
8502,Suburban,59,Lead-Acid,258
8503,Suburban,53,Lead-Acid,194
8504,Suburban,53,Lead-Acid,168
8505,Suburban,59,Lithium-Ion,248
8506,Urban,55,Lithium-Ion,210
8507,Urban,62,Lead-Acid,258
8508,Urban,49,Lead-Acid,254
8509,Urban,71,Lead-Acid,264
8510,Urban,50,Lead-Acid,170
8511,Suburban,78,Lead-Acid,227
8512,Suburban,75,Lead-Acid,284
8513,Suburban,42,Lithium-Ion,155
8514,Suburban,65,Lead-Acid,163
8515,Suburban,40,Lead-Acid,235
8516,Suburban,41,Lead-Acid,226
8517,Urban,48,Lead-Acid,292
8518,Suburban,47,Lithium-Ion,273
8519,Suburban,69,Lead-Acid,249
8520,Urban,46,Lead-Acid,218
8521,Urban,62,Lithium-Ion,224
8522,Suburban,72,Lithium-Ion,249
8523,Suburban,62,Lithium-Ion,294
8524,Suburban,64,Lead-Acid,289
8525,Urban,47,Lead-Acid,155
8526,Urban,68,Lithium-Ion,241
8527,Urban,63,Lithium-Ion,274
8528,Suburban,62,Lead-Acid,235
8529,Urban,73,Lead-Acid,183
8530,Suburban,47,Lithium-Ion,233
8531,Urban,52,Lead-Acid,267
8532,Urban,59,Lead-Acid,223
8533,Urban,55,Lithium-Ion,280
8534,Urban,67,Lithium-Ion,179
8535,Suburban,72,Lead-Acid,210
8536,Urban,41,Lead-Acid,191
8537,Urban,73,Lead-Acid,287
8538,Suburban,78,Lithium-Ion,268
8539,Suburban,48,Lithium-Ion,198
8540,Urban,63,Lithium-Ion,164
8541,Suburban,70,Lithium-Ion,246
8542,Suburban,60,Lithium-Ion,248
8543,Urban,46,Lithium-Ion,271
8544,Suburban,60,Lead-Acid,204
8545,Suburban,69,Lithium-Ion,212
8546,Urban,67,Lithium-Ion,297
8547,Suburban,62,Lithium-Ion,279
8548,Suburban,49,Lead-Acid,256
8549,Urban,73,Lead-Acid,155
8550,Suburban,64,Lead-Acid,293
8551,Urban,78,Lithium-Ion,176
8552,Suburban,40,Lead-Acid,215
8553,Urban,45,Lead-Acid,173
8554,Urban,46,Lead-Acid,254
8555,Suburban,77,Lithium-Ion,277
8556,Suburban,47,Lead-Acid,260
8557,Urban,70,Lithium-Ion,166
8558,Urban,58,Lithium-Ion,216
8559,Urban,69,Lead-Acid,235
8560,Suburban,47,Lithium-Ion,268
8561,Urban,40,Lead-Acid,215
8562,Suburban,43,Lithium-Ion,203
8563,Suburban,40,Lithium-Ion,191
8564,Urban,54,Lithium-Ion,210
8565,Suburban,42,Lithium-Ion,288
8566,Urban,74,Lithium-Ion,162
8567,Suburban,57,Lithium-Ion,231
8568,Urban,75,Lead-Acid,166
8569,Suburban,72,Lithium-Ion,257
8570,Suburban,66,Lead-Acid,185
8571,Suburban,68,Lead-Acid,209
8572,Suburban,51,Lead-Acid,286
8573,Urban,70,Lead-Acid,192
8574,Suburban,70,Lead-Acid,175
8575,Suburban,73,Lead-Acid,198
8576,Suburban,49,Lead-Acid,260
8577,Urban,60,Lead-Acid,293
8578,Suburban,46,Lithium-Ion,208
8579,Suburban,60,Lithium-Ion,283
8580,Suburban,52,Lithium-Ion,289
8581,Urban,51,Lithium-Ion,186
8582,Urban,78,Lithium-Ion,249
8583,Urban,75,Lead-Acid,155
8584,Urban,45,Lithium-Ion,152
8585,Urban,63,Lead-Acid,268
8586,Suburban,67,Lead-Acid,159
8587,Suburban,67,Lithium-Ion,206
8588,Urban,71,Lead-Acid,195
8589,Suburban,69,Lead-Acid,180
8590,Suburban,63,Lithium-Ion,203
8591,Urban,57,Lead-Acid,251
8592,Suburban,66,Lead-Acid,227
8593,Urban,58,Lead-Acid,233
8594,Urban,56,Lead-Acid,264
8595,Urban,56,Lithium-Ion,215
8596,Suburban,74,Lead-Acid,214
8597,Suburban,64,Lithium-Ion,150
8598,Suburban,76,Lithium-Ion,288
8599,Urban,55,Lead-Acid,273
8600,Suburban,70,Lead-Acid,235
8601,Urban,54,Lead-Acid,158
8602,Suburban,46,Lead-Acid,279
8603,Urban,58,Lead-Acid,279
8604,Suburban,45,Lead-Acid,218
8605,Urban,68,Lithium-Ion,202
8606,Suburban,75,Lead-Acid,262
8607,Suburban,45,Lead-Acid,243
8608,Suburban,48,Lead-Acid,168
8609,Suburban,53,Lead-Acid,179
8610,Suburban,69,Lead-Acid,220
8611,Urban,55,Lead-Acid,277
8612,Urban,66,Lithium-Ion,225
8613,Suburban,46,Lithium-Ion,241
8614,Suburban,51,Lithium-Ion,288
8615,Suburban,59,Lithium-Ion,295
8616,Urban,71,Lithium-Ion,237
8617,Urban,50,Lithium-Ion,282
8618,Urban,59,Lead-Acid,252
8619,Suburban,62,Lead-Acid,193
8620,Urban,61,Lead-Acid,212
8621,Suburban,43,Lead-Acid,290
8622,Suburban,59,Lithium-Ion,248
8623,Suburban,51,Lithium-Ion,260
8624,Suburban,63,Lead-Acid,180
8625,Urban,54,Lead-Acid,154
8626,Suburban,47,Lithium-Ion,259
8627,Urban,55,Lead-Acid,165
8628,Suburban,75,Lithium-Ion,276
8629,Suburban,43,Lead-Acid,182
8630,Suburban,64,Lithium-Ion,261
8631,Suburban,73,Lead-Acid,219
8632,Suburban,44,Lithium-Ion,220
8633,Urban,50,Lithium-Ion,256
8634,Suburban,43,Lithium-Ion,185
8635,Urban,72,Lithium-Ion,187
8636,Suburban,46,Lead-Acid,272
8637,Suburban,52,Lithium-Ion,184
8638,Suburban,77,Lead-Acid,204
8639,Urban,49,Lead-Acid,197
8640,Urban,72,Lead-Acid,250
8641,Urban,56,Lithium-Ion,216
8642,Urban,45,Lead-Acid,188
8643,Suburban,71,Lead-Acid,197
8644,Suburban,44,Lithium-Ion,223
8645,Urban,56,Lead-Acid,291
8646,Urban,66,Lead-Acid,239
8647,Suburban,69,Lithium-Ion,248
8648,Urban,61,Lead-Acid,203
8649,Suburban,43,Lead-Acid,239
8650,Urban,78,Lithium-Ion,161
8651,Urban,56,Lithium-Ion,280
8652,Urban,45,Lead-Acid,260
8653,Suburban,75,Lead-Acid,181
8654,Urban,77,Lithium-Ion,199
8655,Urban,49,Lead-Acid,226
8656,Urban,68,Lead-Acid,186
8657,Urban,47,Lead-Acid,292
8658,Suburban,44,Lithium-Ion,162
8659,Urban,67,Lead-Acid,257
8660,Suburban,64,Lead-Acid,224
8661,Suburban,71,Lead-Acid,226
8662,Urban,75,Lithium-Ion,198
8663,Urban,42,Lead-Acid,192
8664,Urban,54,Lithium-Ion,225
8665,Urban,66,Lithium-Ion,278
8666,Suburban,56,Lead-Acid,296
8667,Urban,49,Lithium-Ion,221
8668,Urban,47,Lead-Acid,230
8669,Urban,65,Lead-Acid,159
8670,Suburban,70,Lithium-Ion,251
8671,Suburban,62,Lead-Acid,287
8672,Suburban,53,Lead-Acid,227
8673,Suburban,62,Lithium-Ion,270
8674,Urban,77,Lithium-Ion,176
8675,Urban,68,Lithium-Ion,280
8676,Suburban,71,Lead-Acid,172
8677,Suburban,61,Lithium-Ion,249
8678,Suburban,78,Lithium-Ion,223
8679,Urban,61,Lead-Acid,210
8680,Suburban,60,Lead-Acid,251
8681,Suburban,68,Lithium-Ion,172
8682,Suburban,60,Lead-Acid,215
8683,Suburban,48,Lithium-Ion,168
8684,Suburban,56,Lead-Acid,191
8685,Urban,65,Lead-Acid,258
8686,Urban,50,Lead-Acid,265
8687,Urban,60,Lead-Acid,155
8688,Suburban,79,Lead-Acid,248
8689,Urban,47,Lithium-Ion,193
8690,Suburban,70,Lead-Acid,233
8691,Urban,59,Lithium-Ion,246
8692,Urban,71,Lithium-Ion,218
8693,Urban,77,Lead-Acid,179
8694,Urban,65,Lead-Acid,242
8695,Urban,59,Lithium-Ion,218
8696,Urban,52,Lead-Acid,244
8697,Urban,48,Lithium-Ion,256
8698,Suburban,69,Lead-Acid,236
8699,Suburban,76,Lithium-Ion,219
8700,Suburban,62,Lithium-Ion,251
8701,Suburban,41,Lead-Acid,267
8702,Suburban,52,Lead-Acid,207
8703,Suburban,58,Lithium-Ion,288
8704,Suburban,68,Lithium-Ion,268
8705,Urban,44,Lead-Acid,162
8706,Suburban,64,Lithium-Ion,198
8707,Urban,72,Lead-Acid,150
8708,Urban,54,Lithium-Ion,231
8709,Suburban,41,Lead-Acid,152
8710,Urban,67,Lead-Acid,267
8711,Urban,73,Lithium-Ion,206
8712,Suburban,69,Lead-Acid,188
8713,Urban,64,Lead-Acid,224
8714,Suburban,62,Lead-Acid,151
8715,Urban,57,Lead-Acid,254
8716,Urban,42,Lead-Acid,233
8717,Suburban,54,Lithium-Ion,222
8718,Urban,40,Lead-Acid,228
8719,Suburban,63,Lithium-Ion,238
8720,Urban,61,Lead-Acid,152
8721,Suburban,43,Lead-Acid,195
8722,Suburban,63,Lithium-Ion,229
8723,Suburban,70,Lead-Acid,203
8724,Suburban,48,Lead-Acid,153
8725,Suburban,70,Lead-Acid,228
8726,Urban,49,Lead-Acid,210
8727,Suburban,59,Lithium-Ion,179
8728,Urban,78,Lead-Acid,169
8729,Suburban,49,Lead-Acid,269
8730,Urban,55,Lithium-Ion,197
8731,Urban,77,Lithium-Ion,210
8732,Suburban,75,Lithium-Ion,204
8733,Suburban,60,Lithium-Ion,194
8734,Urban,77,Lead-Acid,243
8735,Urban,75,Lithium-Ion,151
8736,Urban,58,Lithium-Ion,252
8737,Urban,73,Lead-Acid,242
8738,Suburban,55,Lead-Acid,292
8739,Suburban,49,Lithium-Ion,284
8740,Urban,69,Lead-Acid,216
8741,Suburban,58,Lithium-Ion,186
8742,Urban,79,Lead-Acid,201
8743,Urban,66,Lead-Acid,241
8744,Suburban,42,Lead-Acid,232
8745,Suburban,45,Lead-Acid,247
8746,Urban,40,Lead-Acid,278
8747,Urban,58,Lead-Acid,280
8748,Urban,63,Lead-Acid,260
8749,Urban,79,Lithium-Ion,151
8750,Suburban,48,Lithium-Ion,150
8751,Urban,57,Lead-Acid,157
8752,Urban,62,Lithium-Ion,211
8753,Suburban,44,Lithium-Ion,293
8754,Suburban,74,Lead-Acid,277
8755,Suburban,42,Lead-Acid,298
8756,Urban,43,Lead-Acid,182
8757,Urban,44,Lead-Acid,153
8758,Suburban,74,Lead-Acid,154
8759,Suburban,66,Lead-Acid,288
8760,Suburban,78,Lithium-Ion,163
8761,Suburban,54,Lead-Acid,282
8762,Urban,65,Lead-Acid,202
8763,Urban,41,Lithium-Ion,288
8764,Suburban,73,Lead-Acid,209
8765,Urban,71,Lead-Acid,258
8766,Urban,65,Lithium-Ion,156
8767,Urban,78,Lithium-Ion,214
8768,Suburban,73,Lead-Acid,153
8769,Urban,58,Lead-Acid,216
8770,Urban,46,Lithium-Ion,237
8771,Urban,79,Lithium-Ion,277
8772,Suburban,63,Lithium-Ion,291
8773,Urban,43,Lead-Acid,193
8774,Suburban,46,Lead-Acid,172
8775,Suburban,45,Lead-Acid,266
8776,Urban,72,Lead-Acid,223
8777,Suburban,55,Lead-Acid,170
8778,Suburban,69,Lead-Acid,264
8779,Urban,70,Lead-Acid,236
8780,Suburban,64,Lead-Acid,253
8781,Urban,60,Lithium-Ion,229
8782,Urban,77,Lithium-Ion,205
8783,Urban,78,Lead-Acid,155
8784,Urban,62,Lead-Acid,266
8785,Suburban,54,Lithium-Ion,236
8786,Suburban,49,Lead-Acid,226
8787,Urban,71,Lithium-Ion,269
8788,Suburban,65,Lithium-Ion,178
8789,Urban,46,Lithium-Ion,238
8790,Suburban,77,Lead-Acid,236
8791,Urban,44,Lithium-Ion,213
8792,Urban,54,Lithium-Ion,295
8793,Suburban,79,Lead-Acid,205
8794,Urban,57,Lithium-Ion,228
8795,Suburban,75,Lead-Acid,297
8796,Suburban,53,Lead-Acid,282
8797,Urban,77,Lead-Acid,216
8798,Urban,48,Lead-Acid,182
8799,Suburban,77,Lead-Acid,295
8800,Suburban,67,Lead-Acid,281
8801,Suburban,69,Lead-Acid,199
8802,Suburban,47,Lead-Acid,288
8803,Suburban,40,Lead-Acid,151
8804,Urban,45,Lead-Acid,190
8805,Urban,52,Lead-Acid,270
8806,Urban,69,Lithium-Ion,172
8807,Suburban,63,Lithium-Ion,256
8808,Urban,66,Lead-Acid,163
8809,Urban,61,Lead-Acid,202
8810,Suburban,78,Lead-Acid,216
8811,Suburban,58,Lithium-Ion,262
8812,Suburban,59,Lead-Acid,154
8813,Suburban,43,Lithium-Ion,183
8814,Suburban,48,Lithium-Ion,214
8815,Urban,46,Lithium-Ion,211
8816,Suburban,54,Lithium-Ion,280
8817,Urban,60,Lithium-Ion,209
8818,Urban,75,Lithium-Ion,167
8819,Urban,79,Lithium-Ion,261
8820,Suburban,69,Lead-Acid,226
8821,Urban,46,Lead-Acid,162
8822,Urban,40,Lead-Acid,258
8823,Urban,70,Lithium-Ion,206
8824,Urban,71,Lead-Acid,201
8825,Urban,44,Lead-Acid,243
8826,Urban,55,Lithium-Ion,163
8827,Urban,54,Lithium-Ion,161
8828,Urban,67,Lead-Acid,262
8829,Suburban,43,Lithium-Ion,190
8830,Suburban,62,Lead-Acid,260
8831,Suburban,58,Lead-Acid,281
8832,Suburban,76,Lead-Acid,266
8833,Urban,74,Lithium-Ion,277
8834,Suburban,48,Lead-Acid,267
8835,Suburban,60,Lithium-Ion,156
8836,Urban,77,Lithium-Ion,172
8837,Urban,48,Lead-Acid,226
8838,Urban,45,Lithium-Ion,219
8839,Suburban,43,Lithium-Ion,197
8840,Suburban,52,Lithium-Ion,207
8841,Urban,59,Lithium-Ion,253
8842,Suburban,72,Lithium-Ion,249
8843,Urban,48,Lithium-Ion,246
8844,Suburban,78,Lithium-Ion,157
8845,Suburban,45,Lead-Acid,217
8846,Suburban,43,Lithium-Ion,151
8847,Urban,58,Lead-Acid,298
8848,Suburban,46,Lead-Acid,217
8849,Urban,47,Lead-Acid,191
8850,Suburban,77,Lithium-Ion,169
8851,Urban,78,Lead-Acid,154
8852,Urban,61,Lead-Acid,259
8853,Suburban,66,Lead-Acid,188
8854,Urban,60,Lead-Acid,215
8855,Urban,68,Lead-Acid,246
8856,Suburban,50,Lithium-Ion,244
8857,Suburban,60,Lithium-Ion,250
8858,Urban,55,Lead-Acid,203
8859,Suburban,51,Lithium-Ion,174
8860,Urban,65,Lithium-Ion,272
8861,Urban,59,Lead-Acid,284
8862,Urban,54,Lithium-Ion,227
8863,Urban,46,Lithium-Ion,208
8864,Suburban,62,Lithium-Ion,243
8865,Suburban,70,Lead-Acid,185
8866,Suburban,65,Lead-Acid,257
8867,Urban,45,Lead-Acid,159
8868,Urban,50,Lithium-Ion,259
8869,Suburban,68,Lithium-Ion,253
8870,Urban,40,Lithium-Ion,175
8871,Suburban,64,Lithium-Ion,195
8872,Suburban,50,Lithium-Ion,206
8873,Suburban,61,Lithium-Ion,213
8874,Urban,57,Lead-Acid,282
8875,Urban,77,Lead-Acid,253
8876,Suburban,64,Lead-Acid,203
8877,Suburban,43,Lithium-Ion,288
8878,Suburban,51,Lead-Acid,288
8879,Urban,72,Lithium-Ion,263
8880,Urban,71,Lithium-Ion,246
8881,Urban,55,Lithium-Ion,235
8882,Urban,60,Lithium-Ion,198
8883,Urban,73,Lithium-Ion,290
8884,Urban,68,Lithium-Ion,186
8885,Suburban,40,Lithium-Ion,214
8886,Urban,72,Lithium-Ion,165
8887,Urban,78,Lead-Acid,276
8888,Urban,55,Lead-Acid,249
8889,Suburban,68,Lead-Acid,177
8890,Suburban,63,Lead-Acid,281
8891,Urban,48,Lead-Acid,281
8892,Suburban,49,Lithium-Ion,249
8893,Urban,59,Lithium-Ion,225
8894,Suburban,52,Lead-Acid,234
8895,Urban,40,Lead-Acid,286
8896,Urban,52,Lead-Acid,170
8897,Suburban,72,Lithium-Ion,293
8898,Urban,79,Lead-Acid,250
8899,Urban,54,Lead-Acid,209
8900,Suburban,79,Lithium-Ion,229
8901,Suburban,52,Lithium-Ion,216
8902,Suburban,51,Lead-Acid,243
8903,Urban,58,Lithium-Ion,263
8904,Suburban,44,Lead-Acid,171
8905,Urban,71,Lead-Acid,269
8906,Suburban,51,Lithium-Ion,257
8907,Urban,54,Lead-Acid,260
8908,Urban,76,Lead-Acid,150
8909,Suburban,57,Lead-Acid,181
8910,Urban,64,Lithium-Ion,155
8911,Urban,62,Lead-Acid,167
8912,Suburban,77,Lead-Acid,268
8913,Urban,54,Lead-Acid,236
8914,Suburban,57,Lead-Acid,249
8915,Suburban,77,Lead-Acid,293
8916,Suburban,66,Lead-Acid,299
8917,Urban,43,Lead-Acid,154
8918,Suburban,79,Lead-Acid,223
8919,Suburban,72,Lithium-Ion,186
8920,Urban,49,Lead-Acid,196
8921,Urban,65,Lead-Acid,283
8922,Suburban,55,Lithium-Ion,203
8923,Suburban,76,Lead-Acid,164
8924,Suburban,46,Lead-Acid,166
8925,Urban,77,Lithium-Ion,221
8926,Urban,42,Lithium-Ion,269
8927,Urban,43,Lithium-Ion,186
8928,Suburban,77,Lead-Acid,232
8929,Urban,58,Lead-Acid,211
8930,Urban,57,Lithium-Ion,244
8931,Urban,64,Lead-Acid,273
8932,Urban,76,Lithium-Ion,268
8933,Suburban,48,Lead-Acid,281
8934,Urban,75,Lead-Acid,295
8935,Suburban,60,Lead-Acid,230
8936,Suburban,77,Lead-Acid,166
8937,Suburban,52,Lead-Acid,270
8938,Urban,45,Lead-Acid,259
8939,Urban,57,Lithium-Ion,203
8940,Urban,45,Lead-Acid,248
8941,Suburban,54,Lithium-Ion,154
8942,Suburban,47,Lithium-Ion,151
8943,Urban,50,Lead-Acid,269
8944,Suburban,47,Lead-Acid,258
8945,Urban,51,Lithium-Ion,169
8946,Suburban,69,Lithium-Ion,184
8947,Suburban,52,Lead-Acid,261
8948,Urban,44,Lithium-Ion,172
8949,Suburban,59,Lead-Acid,224
8950,Suburban,41,Lithium-Ion,210
8951,Urban,48,Lead-Acid,245
8952,Suburban,77,Lithium-Ion,200
8953,Urban,75,Lead-Acid,208
8954,Urban,58,Lithium-Ion,284
8955,Urban,68,Lithium-Ion,289
8956,Urban,50,Lithium-Ion,197
8957,Suburban,76,Lithium-Ion,284
8958,Suburban,49,Lead-Acid,173
8959,Urban,50,Lead-Acid,265
8960,Urban,72,Lithium-Ion,297
8961,Suburban,49,Lead-Acid,186
8962,Urban,51,Lead-Acid,272
8963,Urban,54,Lead-Acid,225
8964,Urban,63,Lead-Acid,177
8965,Suburban,63,Lead-Acid,162
8966,Suburban,54,Lithium-Ion,270
8967,Urban,44,Lithium-Ion,261
8968,Suburban,77,Lithium-Ion,213
8969,Suburban,54,Lead-Acid,161
8970,Suburban,79,Lithium-Ion,290
8971,Suburban,68,Lithium-Ion,187
8972,Suburban,43,Lead-Acid,178
8973,Suburban,57,Lithium-Ion,217
8974,Suburban,75,Lithium-Ion,175
8975,Urban,46,Lead-Acid,249
8976,Suburban,70,Lithium-Ion,293
8977,Suburban,59,Lithium-Ion,159
8978,Urban,54,Lead-Acid,285
8979,Urban,62,Lead-Acid,237
8980,Suburban,42,Lithium-Ion,248
8981,Urban,59,Lithium-Ion,211
8982,Suburban,62,Lithium-Ion,197
8983,Urban,74,Lead-Acid,172
8984,Urban,74,Lithium-Ion,159
8985,Suburban,46,Lithium-Ion,288
8986,Suburban,72,Lithium-Ion,251
8987,Suburban,74,Lithium-Ion,175
8988,Suburban,43,Lithium-Ion,196
8989,Suburban,63,Lithium-Ion,209
8990,Urban,55,Lithium-Ion,240
8991,Urban,50,Lithium-Ion,172
8992,Urban,50,Lithium-Ion,243
8993,Urban,50,Lithium-Ion,244
8994,Urban,59,Lithium-Ion,264
8995,Suburban,77,Lithium-Ion,236
8996,Suburban,44,Lithium-Ion,152
8997,Suburban,41,Lithium-Ion,271
8998,Suburban,45,Lead-Acid,169
8999,Urban,60,Lead-Acid,297
9000,Suburban,44,Lead-Acid,297
9001,Urban,76,Lead-Acid,206
9002,Suburban,78,Lithium-Ion,243
9003,Suburban,67,Lithium-Ion,257
9004,Suburban,59,Lead-Acid,165
9005,Suburban,76,Lead-Acid,158
9006,Suburban,79,Lead-Acid,160
9007,Suburban,59,Lead-Acid,235
9008,Suburban,57,Lead-Acid,202
9009,Urban,40,Lithium-Ion,216
9010,Suburban,57,Lithium-Ion,297
9011,Urban,47,Lithium-Ion,255
9012,Suburban,51,Lithium-Ion,166
9013,Suburban,45,Lithium-Ion,193
9014,Suburban,44,Lead-Acid,178
9015,Urban,54,Lithium-Ion,279
9016,Urban,43,Lithium-Ion,290
9017,Suburban,58,Lithium-Ion,256
9018,Urban,40,Lithium-Ion,175
9019,Suburban,78,Lead-Acid,154
9020,Suburban,57,Lead-Acid,239
9021,Urban,65,Lead-Acid,170
9022,Suburban,73,Lithium-Ion,289
9023,Urban,44,Lithium-Ion,195
9024,Urban,67,Lithium-Ion,248
9025,Suburban,77,Lithium-Ion,299
9026,Urban,45,Lithium-Ion,292
9027,Urban,68,Lead-Acid,179
9028,Urban,73,Lead-Acid,221
9029,Urban,69,Lithium-Ion,186
9030,Urban,40,Lithium-Ion,166
9031,Suburban,62,Lead-Acid,201
9032,Suburban,56,Lithium-Ion,171
9033,Suburban,45,Lithium-Ion,264
9034,Suburban,51,Lead-Acid,270
9035,Urban,55,Lithium-Ion,235
9036,Suburban,69,Lead-Acid,208
9037,Urban,72,Lithium-Ion,262
9038,Suburban,40,Lithium-Ion,268
9039,Urban,55,Lithium-Ion,243
9040,Suburban,53,Lead-Acid,190
9041,Urban,41,Lead-Acid,163
9042,Suburban,69,Lead-Acid,283
9043,Urban,67,Lithium-Ion,169
9044,Suburban,41,Lead-Acid,282
9045,Suburban,40,Lithium-Ion,261
9046,Suburban,68,Lithium-Ion,290
9047,Suburban,63,Lead-Acid,213
9048,Urban,72,Lithium-Ion,296
9049,Urban,70,Lead-Acid,213
9050,Urban,59,Lead-Acid,223
9051,Suburban,78,Lead-Acid,211
9052,Urban,71,Lead-Acid,229
9053,Suburban,67,Lithium-Ion,151
9054,Suburban,61,Lithium-Ion,213
9055,Suburban,58,Lithium-Ion,224
9056,Urban,79,Lead-Acid,192
9057,Urban,60,Lithium-Ion,291
9058,Urban,79,Lead-Acid,278
9059,Suburban,52,Lead-Acid,202
9060,Suburban,71,Lead-Acid,219
9061,Urban,48,Lead-Acid,182
9062,Suburban,52,Lithium-Ion,286
9063,Suburban,50,Lithium-Ion,243
9064,Urban,65,Lithium-Ion,250
9065,Suburban,41,Lithium-Ion,183
9066,Suburban,76,Lithium-Ion,282
9067,Suburban,71,Lithium-Ion,237
9068,Urban,68,Lead-Acid,270
9069,Suburban,79,Lithium-Ion,211
9070,Suburban,48,Lead-Acid,264
9071,Urban,65,Lithium-Ion,159
9072,Suburban,69,Lead-Acid,287
9073,Suburban,55,Lead-Acid,285
9074,Suburban,78,Lithium-Ion,181
9075,Suburban,51,Lead-Acid,158
9076,Suburban,78,Lead-Acid,267
9077,Suburban,51,Lithium-Ion,170
9078,Urban,54,Lead-Acid,237
9079,Urban,50,Lead-Acid,253
9080,Urban,56,Lead-Acid,191
9081,Urban,50,Lithium-Ion,266
9082,Suburban,66,Lithium-Ion,205
9083,Urban,66,Lead-Acid,163
9084,Suburban,76,Lead-Acid,230
9085,Suburban,72,Lithium-Ion,241
9086,Urban,54,Lithium-Ion,266
9087,Suburban,78,Lead-Acid,166
9088,Suburban,66,Lithium-Ion,164
9089,Urban,75,Lead-Acid,240
9090,Suburban,45,Lead-Acid,171
9091,Urban,52,Lithium-Ion,258
9092,Urban,47,Lead-Acid,171
9093,Urban,55,Lithium-Ion,277
9094,Urban,79,Lead-Acid,216
9095,Suburban,68,Lithium-Ion,223
9096,Suburban,66,Lead-Acid,283
9097,Suburban,47,Lithium-Ion,236
9098,Urban,65,Lead-Acid,194
9099,Urban,40,Lithium-Ion,178
9100,Urban,63,Lithium-Ion,285
9101,Suburban,63,Lead-Acid,223
9102,Urban,76,Lead-Acid,220
9103,Suburban,62,Lead-Acid,186
9104,Suburban,45,Lead-Acid,184
9105,Urban,67,Lead-Acid,244
9106,Suburban,66,Lead-Acid,298
9107,Urban,60,Lithium-Ion,231
9108,Urban,75,Lead-Acid,174
9109,Urban,69,Lead-Acid,238
9110,Suburban,40,Lead-Acid,151
9111,Suburban,45,Lithium-Ion,278
9112,Urban,58,Lead-Acid,272
9113,Suburban,75,Lithium-Ion,282
9114,Urban,58,Lithium-Ion,174
9115,Suburban,73,Lithium-Ion,251
9116,Urban,69,Lead-Acid,183
9117,Urban,57,Lead-Acid,154
9118,Urban,69,Lead-Acid,174
9119,Suburban,56,Lead-Acid,228
9120,Urban,62,Lithium-Ion,218
9121,Suburban,72,Lead-Acid,236
9122,Suburban,41,Lithium-Ion,270
9123,Suburban,74,Lead-Acid,218
